medicine_name,brand_name,generic_name,country,status,regulation_type,authority,reason,alternatives,traveller_advice,source,last_updated,document
Amphetamine,Adderall,Amphetamine/Dextroamphetamine,Japan,Banned,Banned,MHLW,Amphetamines are banned stimulants under Japanese law,Non-stimulant ADHD therapies (consult doctor),Do not carry; consult doctor for legal alternatives before travel,MHLW Guidelines,2026-07-20,Medicine: Amphetamine. Brand: Adderall. Generic: Amphetamine/Dextroamphetamine. Country: Japan. Status: Banned. Regulation Type: Banned. Authority: MHLW. Reason: Amphetamines are banned stimulants under Japanese law. Alternatives: Non-stimulant ADHD therapies (consult doctor). Traveller Advice: Do not carry; consult doctor for legal alternatives before travel.
Amphetamine,Adderall,Amphetamine/Dextroamphetamine,UAE,Restricted,Controlled Substance,MOHAP,Controlled stimulant; import permit generally required,Non-stimulant ADHD therapies (consult doctor),Apply for MOHAP permit and carry prescription,MOHAP Guidelines,2026-07-20,Medicine: Amphetamine. Brand: Adderall. Generic: Amphetamine/Dextroamphetamine. Country: UAE. Status: Restricted. Regulation Type: Controlled Substance. Authority: MOHAP. Reason: Controlled stimulant; import permit generally required. Alternatives: Non-stimulant ADHD therapies (consult doctor). Traveller Advice: Apply for MOHAP permit and carry prescription.
Amphetamine,Adderall,Amphetamine/Dextroamphetamine,Singapore,Restricted,Controlled Substance,HSA,Stimulant used for ADHD; controlled due to abuse potential,Non-stimulant ADHD therapies (consult doctor),Carry prescription and doctor's letter; check import rules,HSA Guidelines,2026-07-20,Medicine: Amphetamine. Brand: Adderall. Generic: Amphetamine/Dextroamphetamine. Country: Singapore. Status: Restricted. Regulation Type: Controlled Substance. Authority: HSA. Reason: Stimulant used for ADHD; controlled due to abuse potential. Alternatives: Non-stimulant ADHD therapies (consult doctor). Traveller Advice: Carry prescription and doctor's letter; check import rules.
Amphetamine,Adderall,Amphetamine/Dextroamphetamine,Australia,Restricted,Controlled Substance,TGA,Stimulant used for ADHD; controlled due to abuse potential,Non-stimulant ADHD therapies (consult doctor),Carry prescription and doctor's letter; check import rules,TGA Guidelines,2026-07-20,Medicine: Amphetamine. Brand: Adderall. Generic: Amphetamine/Dextroamphetamine. Country: Australia. Status: Restricted. Regulation Type: Controlled Substance. Authority: TGA. Reason: Stimulant used for ADHD; controlled due to abuse potential. Alternatives: Non-stimulant ADHD therapies (consult doctor). Traveller Advice: Carry prescription and doctor's letter; check import rules.
Amphetamine,Adderall,Amphetamine/Dextroamphetamine,Canada,Restricted,Controlled Substance,Health Canada,Stimulant used for ADHD; controlled due to abuse potential,Non-stimulant ADHD therapies (consult doctor),Carry prescription and doctor's letter; check import rules,Health Canada Guidelines,2026-07-20,Medicine: Amphetamine. Brand: Adderall. Generic: Amphetamine/Dextroamphetamine. Country: Canada. Status: Restricted. Regulation Type: Controlled Substance. Authority: Health Canada. Reason: Stimulant used for ADHD; controlled due to abuse potential. Alternatives: Non-stimulant ADHD therapies (consult doctor). Traveller Advice: Carry prescription and doctor's letter; check import rules.
Amphetamine,Adderall,Amphetamine/Dextroamphetamine,Germany,Restricted,Controlled Substance,BfArM,Stimulant used for ADHD; controlled due to abuse potential,Non-stimulant ADHD therapies (consult doctor),Carry prescription and doctor's letter; check import rules,BfArM Guidelines,2026-07-20,Medicine: Amphetamine. Brand: Adderall. Generic: Amphetamine/Dextroamphetamine. Country: Germany. Status: Restricted. Regulation Type: Controlled Substance. Authority: BfArM. Reason: Stimulant used for ADHD; controlled due to abuse potential. Alternatives: Non-stimulant ADHD therapies (consult doctor). Traveller Advice: Carry prescription and doctor's letter; check import rules.
Amphetamine,Adderall,Amphetamine/Dextroamphetamine,France,Restricted,Controlled Substance,ANSM,Stimulant used for ADHD; controlled due to abuse potential,Non-stimulant ADHD therapies (consult doctor),Carry prescription and doctor's letter; check import rules,ANSM Guidelines,2026-07-20,Medicine: Amphetamine. Brand: Adderall. Generic: Amphetamine/Dextroamphetamine. Country: France. Status: Restricted. Regulation Type: Controlled Substance. Authority: ANSM. Reason: Stimulant used for ADHD; controlled due to abuse potential. Alternatives: Non-stimulant ADHD therapies (consult doctor). Traveller Advice: Carry prescription and doctor's letter; check import rules.
Methylphenidate,Ritalin / Concerta,Methylphenidate,India,Restricted,Controlled Substance,CDSCO,Stimulant used for ADHD; controlled substance,Non-stimulant ADHD therapies (consult doctor),Carry prescription and doctor's letter,CDSCO Guidelines,2026-07-20,Medicine: Methylphenidate. Brand: Ritalin / Concerta. Generic: Methylphenidate. Country: India. Status: Restricted. Regulation Type: Controlled Substance. Authority: CDSCO. Reason: Stimulant used for ADHD; controlled substance. Alternatives: Non-stimulant ADHD therapies (consult doctor). Traveller Advice: Carry prescription and doctor's letter.
Methylphenidate,Ritalin / Concerta,Methylphenidate,USA,Restricted,Controlled Substance,FDA / DEA,Stimulant used for ADHD; controlled substance,Non-stimulant ADHD therapies (consult doctor),Carry prescription and doctor's letter,FDA / DEA Guidelines,2026-07-20,Medicine: Methylphenidate. Brand: Ritalin / Concerta. Generic: Methylphenidate. Country: USA. Status: Restricted. Regulation Type: Controlled Substance. Authority: FDA / DEA. Reason: Stimulant used for ADHD; controlled substance. Alternatives: Non-stimulant ADHD therapies (consult doctor). Traveller Advice: Carry prescription and doctor's letter.
Methylphenidate,Ritalin / Concerta,Methylphenidate,UK,Restricted,Controlled Substance,MHRA / Home Office,Stimulant used for ADHD; controlled substance,Non-stimulant ADHD therapies (consult doctor),Carry prescription and doctor's letter,MHRA / Home Office Guidelines,2026-07-20,Medicine: Methylphenidate. Brand: Ritalin / Concerta. Generic: Methylphenidate. Country: UK. Status: Restricted. Regulation Type: Controlled Substance. Authority: MHRA / Home Office. Reason: Stimulant used for ADHD; controlled substance. Alternatives: Non-stimulant ADHD therapies (consult doctor). Traveller Advice: Carry prescription and doctor's letter.
Methylphenidate,Ritalin / Concerta,Methylphenidate,Japan,Restricted,Controlled Substance,MHLW,Registered facility required to receive prescription in Japan,Non-stimulant ADHD therapies (consult doctor),Carry prescription; check Yakkan Shoumei requirement,MHLW Guidelines,2026-07-20,Medicine: Methylphenidate. Brand: Ritalin / Concerta. Generic: Methylphenidate. Country: Japan. Status: Restricted. Regulation Type: Controlled Substance. Authority: MHLW. Reason: Registered facility required to receive prescription in Japan. Alternatives: Non-stimulant ADHD therapies (consult doctor). Traveller Advice: Carry prescription; check Yakkan Shoumei requirement.
Methylphenidate,Ritalin / Concerta,Methylphenidate,UAE,Restricted,Controlled Substance,MOHAP,Controlled stimulant; import permit generally required,Non-stimulant ADHD therapies (consult doctor),Apply for MOHAP permit and carry prescription,MOHAP Guidelines,2026-07-20,Medicine: Methylphenidate. Brand: Ritalin / Concerta. Generic: Methylphenidate. Country: UAE. Status: Restricted. Regulation Type: Controlled Substance. Authority: MOHAP. Reason: Controlled stimulant; import permit generally required. Alternatives: Non-stimulant ADHD therapies (consult doctor). Traveller Advice: Apply for MOHAP permit and carry prescription.
Methylphenidate,Ritalin / Concerta,Methylphenidate,Singapore,Restricted,Controlled Substance,HSA,Stimulant used for ADHD; controlled substance,Non-stimulant ADHD therapies (consult doctor),Carry prescription and doctor's letter,HSA Guidelines,2026-07-20,Medicine: Methylphenidate. Brand: Ritalin / Concerta. Generic: Methylphenidate. Country: Singapore. Status: Restricted. Regulation Type: Controlled Substance. Authority: HSA. Reason: Stimulant used for ADHD; controlled substance. Alternatives: Non-stimulant ADHD therapies (consult doctor). Traveller Advice: Carry prescription and doctor's letter.
Methylphenidate,Ritalin / Concerta,Methylphenidate,Australia,Restricted,Controlled Substance,TGA,Stimulant used for ADHD; controlled substance,Non-stimulant ADHD therapies (consult doctor),Carry prescription and doctor's letter,TGA Guidelines,2026-07-20,Medicine: Methylphenidate. Brand: Ritalin / Concerta. Generic: Methylphenidate. Country: Australia. Status: Restricted. Regulation Type: Controlled Substance. Authority: TGA. Reason: Stimulant used for ADHD; controlled substance. Alternatives: Non-stimulant ADHD therapies (consult doctor). Traveller Advice: Carry prescription and doctor's letter.
Methylphenidate,Ritalin / Concerta,Methylphenidate,Canada,Restricted,Controlled Substance,Health Canada,Stimulant used for ADHD; controlled substance,Non-stimulant ADHD therapies (consult doctor),Carry prescription and doctor's letter,Health Canada Guidelines,2026-07-20,Medicine: Methylphenidate. Brand: Ritalin / Concerta. Generic: Methylphenidate. Country: Canada. Status: Restricted. Regulation Type: Controlled Substance. Authority: Health Canada. Reason: Stimulant used for ADHD; controlled substance. Alternatives: Non-stimulant ADHD therapies (consult doctor). Traveller Advice: Carry prescription and doctor's letter.
Methylphenidate,Ritalin / Concerta,Methylphenidate,Germany,Restricted,Controlled Substance,BfArM,Stimulant used for ADHD; controlled substance,Non-stimulant ADHD therapies (consult doctor),Carry prescription and doctor's letter,BfArM Guidelines,2026-07-20,Medicine: Methylphenidate. Brand: Ritalin / Concerta. Generic: Methylphenidate. Country: Germany. Status: Restricted. Regulation Type: Controlled Substance. Authority: BfArM. Reason: Stimulant used for ADHD; controlled substance. Alternatives: Non-stimulant ADHD therapies (consult doctor). Traveller Advice: Carry prescription and doctor's letter.
Methylphenidate,Ritalin / Concerta,Methylphenidate,France,Restricted,Controlled Substance,ANSM,Stimulant used for ADHD; controlled substance,Non-stimulant ADHD therapies (consult doctor),Carry prescription and doctor's letter,ANSM Guidelines,2026-07-20,Medicine: Methylphenidate. Brand: Ritalin / Concerta. Generic: Methylphenidate. Country: France. Status: Restricted. Regulation Type: Controlled Substance. Authority: ANSM. Reason: Stimulant used for ADHD; controlled substance. Alternatives: Non-stimulant ADHD therapies (consult doctor). Traveller Advice: Carry prescription and doctor's letter.
Modafinil,Provigil,Modafinil,India,Restricted,Prescription,CDSCO,"Wakefulness agent, prescription-only in most countries",Caffeine-based products (mild effect),Carry prescription,CDSCO Guidelines,2026-07-20,"Medicine: Modafinil. Brand: Provigil. Generic: Modafinil. Country: India. Status: Restricted. Regulation Type: Prescription. Authority: CDSCO. Reason: Wakefulness agent, prescription-only in most countries. Alternatives: Caffeine-based products (mild effect). Traveller Advice: Carry prescription."
Modafinil,Provigil,Modafinil,USA,Restricted,Prescription,FDA / DEA,"Wakefulness agent, prescription-only in most countries",Caffeine-based products (mild effect),Carry prescription,FDA / DEA Guidelines,2026-07-20,"Medicine: Modafinil. Brand: Provigil. Generic: Modafinil. Country: USA. Status: Restricted. Regulation Type: Prescription. Authority: FDA / DEA. Reason: Wakefulness agent, prescription-only in most countries. Alternatives: Caffeine-based products (mild effect). Traveller Advice: Carry prescription."
Modafinil,Provigil,Modafinil,UK,Restricted,Prescription,MHRA / Home Office,"Wakefulness agent, prescription-only in most countries",Caffeine-based products (mild effect),Carry prescription,MHRA / Home Office Guidelines,2026-07-20,"Medicine: Modafinil. Brand: Provigil. Generic: Modafinil. Country: UK. Status: Restricted. Regulation Type: Prescription. Authority: MHRA / Home Office. Reason: Wakefulness agent, prescription-only in most countries. Alternatives: Caffeine-based products (mild effect). Traveller Advice: Carry prescription."
Modafinil,Provigil,Modafinil,Japan,Restricted,Prescription,MHLW,"Wakefulness agent, prescription-only in most countries",Caffeine-based products (mild effect),Carry prescription,MHLW Guidelines,2026-07-20,"Medicine: Modafinil. Brand: Provigil. Generic: Modafinil. Country: Japan. Status: Restricted. Regulation Type: Prescription. Authority: MHLW. Reason: Wakefulness agent, prescription-only in most countries. Alternatives: Caffeine-based products (mild effect). Traveller Advice: Carry prescription."
Modafinil,Provigil,Modafinil,UAE,Restricted,Controlled Substance,MOHAP,Treated as a controlled substance in the UAE,Caffeine-based products (mild effect),Carry prescription and check import permit requirement,MOHAP Guidelines,2026-07-20,Medicine: Modafinil. Brand: Provigil. Generic: Modafinil. Country: UAE. Status: Restricted. Regulation Type: Controlled Substance. Authority: MOHAP. Reason: Treated as a controlled substance in the UAE. Alternatives: Caffeine-based products (mild effect). Traveller Advice: Carry prescription and check import permit requirement.
Modafinil,Provigil,Modafinil,Singapore,Restricted,Prescription,HSA,"Wakefulness agent, prescription-only in most countries",Caffeine-based products (mild effect),Carry prescription,HSA Guidelines,2026-07-20,"Medicine: Modafinil. Brand: Provigil. Generic: Modafinil. Country: Singapore. Status: Restricted. Regulation Type: Prescription. Authority: HSA. Reason: Wakefulness agent, prescription-only in most countries. Alternatives: Caffeine-based products (mild effect). Traveller Advice: Carry prescription."
Modafinil,Provigil,Modafinil,Australia,Restricted,Prescription,TGA,"Wakefulness agent, prescription-only in most countries",Caffeine-based products (mild effect),Carry prescription,TGA Guidelines,2026-07-20,"Medicine: Modafinil. Brand: Provigil. Generic: Modafinil. Country: Australia. Status: Restricted. Regulation Type: Prescription. Authority: TGA. Reason: Wakefulness agent, prescription-only in most countries. Alternatives: Caffeine-based products (mild effect). Traveller Advice: Carry prescription."
Modafinil,Provigil,Modafinil,Canada,Restricted,Prescription,Health Canada,"Wakefulness agent, prescription-only in most countries",Caffeine-based products (mild effect),Carry prescription,Health Canada Guidelines,2026-07-20,"Medicine: Modafinil. Brand: Provigil. Generic: Modafinil. Country: Canada. Status: Restricted. Regulation Type: Prescription. Authority: Health Canada. Reason: Wakefulness agent, prescription-only in most countries. Alternatives: Caffeine-based products (mild effect). Traveller Advice: Carry prescription."
Modafinil,Provigil,Modafinil,Germany,Restricted,Prescription,BfArM,"Wakefulness agent, prescription-only in most countries",Caffeine-based products (mild effect),Carry prescription,BfArM Guidelines,2026-07-20,"Medicine: Modafinil. Brand: Provigil. Generic: Modafinil. Country: Germany. Status: Restricted. Regulation Type: Prescription. Authority: BfArM. Reason: Wakefulness agent, prescription-only in most countries. Alternatives: Caffeine-based products (mild effect). Traveller Advice: Carry prescription."
Modafinil,Provigil,Modafinil,France,Restricted,Prescription,ANSM,"Wakefulness agent, prescription-only in most countries",Caffeine-based products (mild effect),Carry prescription,ANSM Guidelines,2026-07-20,"Medicine: Modafinil. Brand: Provigil. Generic: Modafinil. Country: France. Status: Restricted. Regulation Type: Prescription. Authority: ANSM. Reason: Wakefulness agent, prescription-only in most countries. Alternatives: Caffeine-based products (mild effect). Traveller Advice: Carry prescription."
Dextromethorphan,Robitussin DM,Dextromethorphan,India,Allowed,OTC,CDSCO,"Common cough suppressant, generally unrestricted",Honey-based lozenges,Safe to carry in personal-use quantities,CDSCO Guidelines,2026-07-20,"Medicine: Dextromethorphan. Brand: Robitussin DM. Generic: Dextromethorphan. Country: India. Status: Allowed. Regulation Type: OTC. Authority: CDSCO. Reason: Common cough suppressant, generally unrestricted. Alternatives: Honey-based lozenges. Traveller Advice: Safe to carry in personal-use quantities."
Dextromethorphan,Robitussin DM,Dextromethorphan,USA,Allowed,OTC,FDA / DEA,"Common cough suppressant, generally unrestricted",Honey-based lozenges,Safe to carry in personal-use quantities,FDA / DEA Guidelines,2026-07-20,"Medicine: Dextromethorphan. Brand: Robitussin DM. Generic: Dextromethorphan. Country: USA. Status: Allowed. Regulation Type: OTC. Authority: FDA / DEA. Reason: Common cough suppressant, generally unrestricted. Alternatives: Honey-based lozenges. Traveller Advice: Safe to carry in personal-use quantities."
Dextromethorphan,Robitussin DM,Dextromethorphan,UK,Allowed,OTC,MHRA / Home Office,"Common cough suppressant, generally unrestricted",Honey-based lozenges,Safe to carry in personal-use quantities,MHRA / Home Office Guidelines,2026-07-20,"Medicine: Dextromethorphan. Brand: Robitussin DM. Generic: Dextromethorphan. Country: UK. Status: Allowed. Regulation Type: OTC. Authority: MHRA / Home Office. Reason: Common cough suppressant, generally unrestricted. Alternatives: Honey-based lozenges. Traveller Advice: Safe to carry in personal-use quantities."
Dextromethorphan,Robitussin DM,Dextromethorphan,Japan,Restricted,OTC (quantity limited),MHLW,Sales quantity per purchase may be capped to prevent misuse,Honey-based lozenges,Carry only small personal-use quantity,MHLW Guidelines,2026-07-20,Medicine: Dextromethorphan. Brand: Robitussin DM. Generic: Dextromethorphan. Country: Japan. Status: Restricted. Regulation Type: OTC (quantity limited). Authority: MHLW. Reason: Sales quantity per purchase may be capped to prevent misuse. Alternatives: Honey-based lozenges. Traveller Advice: Carry only small personal-use quantity.
Dextromethorphan,Robitussin DM,Dextromethorphan,UAE,Allowed,OTC,MOHAP,"Common cough suppressant, generally unrestricted",Honey-based lozenges,Safe to carry in personal-use quantities,MOHAP Guidelines,2026-07-20,"Medicine: Dextromethorphan. Brand: Robitussin DM. Generic: Dextromethorphan. Country: UAE. Status: Allowed. Regulation Type: OTC. Authority: MOHAP. Reason: Common cough suppressant, generally unrestricted. Alternatives: Honey-based lozenges. Traveller Advice: Safe to carry in personal-use quantities."
Dextromethorphan,Robitussin DM,Dextromethorphan,Singapore,Allowed,OTC,HSA,"Common cough suppressant, generally unrestricted",Honey-based lozenges,Safe to carry in personal-use quantities,HSA Guidelines,2026-07-20,"Medicine: Dextromethorphan. Brand: Robitussin DM. Generic: Dextromethorphan. Country: Singapore. Status: Allowed. Regulation Type: OTC. Authority: HSA. Reason: Common cough suppressant, generally unrestricted. Alternatives: Honey-based lozenges. Traveller Advice: Safe to carry in personal-use quantities."
Dextromethorphan,Robitussin DM,Dextromethorphan,Australia,Allowed,OTC,TGA,"Common cough suppressant, generally unrestricted",Honey-based lozenges,Safe to carry in personal-use quantities,TGA Guidelines,2026-07-20,"Medicine: Dextromethorphan. Brand: Robitussin DM. Generic: Dextromethorphan. Country: Australia. Status: Allowed. Regulation Type: OTC. Authority: TGA. Reason: Common cough suppressant, generally unrestricted. Alternatives: Honey-based lozenges. Traveller Advice: Safe to carry in personal-use quantities."
Dextromethorphan,Robitussin DM,Dextromethorphan,Canada,Allowed,OTC,Health Canada,"Common cough suppressant, generally unrestricted",Honey-based lozenges,Safe to carry in personal-use quantities,Health Canada Guidelines,2026-07-20,"Medicine: Dextromethorphan. Brand: Robitussin DM. Generic: Dextromethorphan. Country: Canada. Status: Allowed. Regulation Type: OTC. Authority: Health Canada. Reason: Common cough suppressant, generally unrestricted. Alternatives: Honey-based lozenges. Traveller Advice: Safe to carry in personal-use quantities."
Dextromethorphan,Robitussin DM,Dextromethorphan,Germany,Allowed,OTC,BfArM,"Common cough suppressant, generally unrestricted",Honey-based lozenges,Safe to carry in personal-use quantities,BfArM Guidelines,2026-07-20,"Medicine: Dextromethorphan. Brand: Robitussin DM. Generic: Dextromethorphan. Country: Germany. Status: Allowed. Regulation Type: OTC. Authority: BfArM. Reason: Common cough suppressant, generally unrestricted. Alternatives: Honey-based lozenges. Traveller Advice: Safe to carry in personal-use quantities."
Dextromethorphan,Robitussin DM,Dextromethorphan,France,Allowed,OTC,ANSM,"Common cough suppressant, generally unrestricted",Honey-based lozenges,Safe to carry in personal-use quantities,ANSM Guidelines,2026-07-20,"Medicine: Dextromethorphan. Brand: Robitussin DM. Generic: Dextromethorphan. Country: France. Status: Allowed. Regulation Type: OTC. Authority: ANSM. Reason: Common cough suppressant, generally unrestricted. Alternatives: Honey-based lozenges. Traveller Advice: Safe to carry in personal-use quantities."
Cannabidiol (CBD) Oil,Various,Cannabidiol,India,Restricted,Prescription/Controlled,CDSCO,Derived from cannabis plant; legality varies widely by THC content,Non-cannabinoid pain relief (consult doctor),Check destination THC-content limits before travel,CDSCO Guidelines,2026-07-20,Medicine: Cannabidiol (CBD) Oil. Brand: Various. Generic: Cannabidiol. Country: India. Status: Restricted. Regulation Type: Prescription/Controlled. Authority: CDSCO. Reason: Derived from cannabis plant; legality varies widely by THC content. Alternatives: Non-cannabinoid pain relief (consult doctor). Traveller Advice: Check destination THC-content limits before travel.
Cannabidiol (CBD) Oil,Various,Cannabidiol,USA,Restricted,Varies by state,FDA / DEA,Legal federally at low THC but state laws differ,Non-cannabinoid pain relief (consult doctor),Check state-level law at destination,FDA / DEA Guidelines,2026-07-20,Medicine: Cannabidiol (CBD) Oil. Brand: Various. Generic: Cannabidiol. Country: USA. Status: Restricted. Regulation Type: Varies by state. Authority: FDA / DEA. Reason: Legal federally at low THC but state laws differ. Alternatives: Non-cannabinoid pain relief (consult doctor). Traveller Advice: Check state-level law at destination.
Cannabidiol (CBD) Oil,Various,Cannabidiol,UK,Allowed,OTC (low THC),MHRA / Home Office,Legal if THC content is below regulatory threshold,Non-cannabinoid pain relief (consult doctor),Carry proof of THC content/lab report,MHRA / Home Office Guidelines,2026-07-20,Medicine: Cannabidiol (CBD) Oil. Brand: Various. Generic: Cannabidiol. Country: UK. Status: Allowed. Regulation Type: OTC (low THC). Authority: MHRA / Home Office. Reason: Legal if THC content is below regulatory threshold. Alternatives: Non-cannabinoid pain relief (consult doctor). Traveller Advice: Carry proof of THC content/lab report.
Cannabidiol (CBD) Oil,Various,Cannabidiol,Japan,Restricted,Controlled,MHLW,CBD legal only if zero THC; strict testing,Non-cannabinoid pain relief (consult doctor),Carry lab report proving zero THC content,MHLW Guidelines,2026-07-20,Medicine: Cannabidiol (CBD) Oil. Brand: Various. Generic: Cannabidiol. Country: Japan. Status: Restricted. Regulation Type: Controlled. Authority: MHLW. Reason: CBD legal only if zero THC; strict testing. Alternatives: Non-cannabinoid pain relief (consult doctor). Traveller Advice: Carry lab report proving zero THC content.
Cannabidiol (CBD) Oil,Various,Cannabidiol,UAE,Banned,Banned,MOHAP,Any cannabis-derived product is strictly banned,Non-cannabinoid pain relief (consult doctor),Do not carry under any circumstances,MOHAP Guidelines,2026-07-20,Medicine: Cannabidiol (CBD) Oil. Brand: Various. Generic: Cannabidiol. Country: UAE. Status: Banned. Regulation Type: Banned. Authority: MOHAP. Reason: Any cannabis-derived product is strictly banned. Alternatives: Non-cannabinoid pain relief (consult doctor). Traveller Advice: Do not carry under any circumstances.
Cannabidiol (CBD) Oil,Various,Cannabidiol,Singapore,Banned,Banned,HSA,Cannabis-derived products banned under Misuse of Drugs Act,Non-cannabinoid pain relief (consult doctor),Do not carry under any circumstances,HSA Guidelines,2026-07-20,Medicine: Cannabidiol (CBD) Oil. Brand: Various. Generic: Cannabidiol. Country: Singapore. Status: Banned. Regulation Type: Banned. Authority: HSA. Reason: Cannabis-derived products banned under Misuse of Drugs Act. Alternatives: Non-cannabinoid pain relief (consult doctor). Traveller Advice: Do not carry under any circumstances.
Cannabidiol (CBD) Oil,Various,Cannabidiol,Australia,Restricted,Prescription/Controlled,TGA,Derived from cannabis plant; legality varies widely by THC content,Non-cannabinoid pain relief (consult doctor),Check destination THC-content limits before travel,TGA Guidelines,2026-07-20,Medicine: Cannabidiol (CBD) Oil. Brand: Various. Generic: Cannabidiol. Country: Australia. Status: Restricted. Regulation Type: Prescription/Controlled. Authority: TGA. Reason: Derived from cannabis plant; legality varies widely by THC content. Alternatives: Non-cannabinoid pain relief (consult doctor). Traveller Advice: Check destination THC-content limits before travel.
Cannabidiol (CBD) Oil,Various,Cannabidiol,Canada,Restricted,Prescription/Controlled,Health Canada,Derived from cannabis plant; legality varies widely by THC content,Non-cannabinoid pain relief (consult doctor),Check destination THC-content limits before travel,Health Canada Guidelines,2026-07-20,Medicine: Cannabidiol (CBD) Oil. Brand: Various. Generic: Cannabidiol. Country: Canada. Status: Restricted. Regulation Type: Prescription/Controlled. Authority: Health Canada. Reason: Derived from cannabis plant; legality varies widely by THC content. Alternatives: Non-cannabinoid pain relief (consult doctor). Traveller Advice: Check destination THC-content limits before travel.
Cannabidiol (CBD) Oil,Various,Cannabidiol,Germany,Restricted,Prescription/Controlled,BfArM,Derived from cannabis plant; legality varies widely by THC content,Non-cannabinoid pain relief (consult doctor),Check destination THC-content limits before travel,BfArM Guidelines,2026-07-20,Medicine: Cannabidiol (CBD) Oil. Brand: Various. Generic: Cannabidiol. Country: Germany. Status: Restricted. Regulation Type: Prescription/Controlled. Authority: BfArM. Reason: Derived from cannabis plant; legality varies widely by THC content. Alternatives: Non-cannabinoid pain relief (consult doctor). Traveller Advice: Check destination THC-content limits before travel.
Cannabidiol (CBD) Oil,Various,Cannabidiol,France,Restricted,Prescription/Controlled,ANSM,Derived from cannabis plant; legality varies widely by THC content,Non-cannabinoid pain relief (consult doctor),Check destination THC-content limits before travel,ANSM Guidelines,2026-07-20,Medicine: Cannabidiol (CBD) Oil. Brand: Various. Generic: Cannabidiol. Country: France. Status: Restricted. Regulation Type: Prescription/Controlled. Authority: ANSM. Reason: Derived from cannabis plant; legality varies widely by THC content. Alternatives: Non-cannabinoid pain relief (consult doctor). Traveller Advice: Check destination THC-content limits before travel.
Medical Cannabis,Various,THC/Cannabis,India,Banned,Banned,CDSCO,Cannabis remains a controlled/banned narcotic in most travel contexts,CBD (zero-THC) products where legal,Do not carry across borders even if legal at home,CDSCO Guidelines,2026-07-20,Medicine: Medical Cannabis. Brand: Various. Generic: THC/Cannabis. Country: India. Status: Banned. Regulation Type: Banned. Authority: CDSCO. Reason: Cannabis remains a controlled/banned narcotic in most travel contexts. Alternatives: CBD (zero-THC) products where legal. Traveller Advice: Do not carry across borders even if legal at home.
Medical Cannabis,Various,THC/Cannabis,USA,Banned,Banned,FDA / DEA,Cannabis remains a controlled/banned narcotic in most travel contexts,CBD (zero-THC) products where legal,Do not carry across borders even if legal at home,FDA / DEA Guidelines,2026-07-20,Medicine: Medical Cannabis. Brand: Various. Generic: THC/Cannabis. Country: USA. Status: Banned. Regulation Type: Banned. Authority: FDA / DEA. Reason: Cannabis remains a controlled/banned narcotic in most travel contexts. Alternatives: CBD (zero-THC) products where legal. Traveller Advice: Do not carry across borders even if legal at home.
Medical Cannabis,Various,THC/Cannabis,UK,Banned,Banned,MHRA / Home Office,Cannabis remains a controlled/banned narcotic in most travel contexts,CBD (zero-THC) products where legal,Do not carry across borders even if legal at home,MHRA / Home Office Guidelines,2026-07-20,Medicine: Medical Cannabis. Brand: Various. Generic: THC/Cannabis. Country: UK. Status: Banned. Regulation Type: Banned. Authority: MHRA / Home Office. Reason: Cannabis remains a controlled/banned narcotic in most travel contexts. Alternatives: CBD (zero-THC) products where legal. Traveller Advice: Do not carry across borders even if legal at home.
Medical Cannabis,Various,THC/Cannabis,Japan,Banned,Banned,MHLW,Cannabis remains a controlled/banned narcotic in most travel contexts,CBD (zero-THC) products where legal,Do not carry across borders even if legal at home,MHLW Guidelines,2026-07-20,Medicine: Medical Cannabis. Brand: Various. Generic: THC/Cannabis. Country: Japan. Status: Banned. Regulation Type: Banned. Authority: MHLW. Reason: Cannabis remains a controlled/banned narcotic in most travel contexts. Alternatives: CBD (zero-THC) products where legal. Traveller Advice: Do not carry across borders even if legal at home.
Medical Cannabis,Various,THC/Cannabis,UAE,Banned,Banned,MOHAP,Cannabis remains a controlled/banned narcotic in most travel contexts,CBD (zero-THC) products where legal,Do not carry across borders even if legal at home,MOHAP Guidelines,2026-07-20,Medicine: Medical Cannabis. Brand: Various. Generic: THC/Cannabis. Country: UAE. Status: Banned. Regulation Type: Banned. Authority: MOHAP. Reason: Cannabis remains a controlled/banned narcotic in most travel contexts. Alternatives: CBD (zero-THC) products where legal. Traveller Advice: Do not carry across borders even if legal at home.
Medical Cannabis,Various,THC/Cannabis,Singapore,Banned,Banned,HSA,Cannabis remains a controlled/banned narcotic in most travel contexts,CBD (zero-THC) products where legal,Do not carry across borders even if legal at home,HSA Guidelines,2026-07-20,Medicine: Medical Cannabis. Brand: Various. Generic: THC/Cannabis. Country: Singapore. Status: Banned. Regulation Type: Banned. Authority: HSA. Reason: Cannabis remains a controlled/banned narcotic in most travel contexts. Alternatives: CBD (zero-THC) products where legal. Traveller Advice: Do not carry across borders even if legal at home.
Medical Cannabis,Various,THC/Cannabis,Australia,Banned,Banned,TGA,Cannabis remains a controlled/banned narcotic in most travel contexts,CBD (zero-THC) products where legal,Do not carry across borders even if legal at home,TGA Guidelines,2026-07-20,Medicine: Medical Cannabis. Brand: Various. Generic: THC/Cannabis. Country: Australia. Status: Banned. Regulation Type: Banned. Authority: TGA. Reason: Cannabis remains a controlled/banned narcotic in most travel contexts. Alternatives: CBD (zero-THC) products where legal. Traveller Advice: Do not carry across borders even if legal at home.
